,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
77,CL:0000235 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000235,macrophage,primary_cell,unknown,encode,paired,False,0.3195921778678894,OutputType.RNA_SEQ,,,
78,CL:0000235 total RNA-seq,-,total RNA-seq,CL:0000235,macrophage,primary_cell,unknown,encode,paired,False,0.0737200602889061,OutputType.RNA_SEQ,,,
79,CL:0000236 total RNA-seq,-,total RNA-seq,CL:0000236,B cell,primary_cell,adult,encode,single,False,0.15062476694583893,OutputType.RNA_SEQ,,,
80,CL:0000553 total RNA-seq,-,total RNA-seq,CL:0000553,megakaryocyte progenitor cell,primary_cell,adult,encode,paired,False,0.16761040687561035,OutputType.RNA_SEQ,,,
81,CL:0000556 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,paired,False,1.1137418746948242,OutputType.RNA_SEQ,,,
82,CL:0000556 total RNA-seq,-,total RNA-seq,CL:0000556,megakaryocyte,primary_cell,adult,encode,paired,False,0.17162121832370758,OutputType.RNA_SEQ,,,
83,CL:0000557 total RNA-seq,-,total RNA-seq,CL:0000557,granulocyte monocyte progenitor cell,primary_cell,adult,encode,paired,False,0.2323702573776245,OutputType.RNA_SEQ,,,
84,CL:0000576 total RNA-seq,-,total RNA-seq,CL:0000576,monocyte,primary_cell,adult,encode,paired,False,0.22902733087539673,OutputType.RNA_SEQ,,,
85,CL:0000765 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,paired,False,0.7630947828292847,OutputType.RNA_SEQ,,,
86,CL:0000765 total RNA-seq,-,total RNA-seq,CL:0000765,erythroblast,primary_cell,adult,encode,paired,False,0.2874563932418823,OutputType.RNA_SEQ,,,
87,CL:0000775 total RNA-seq,-,total RNA-seq,CL:0000775,neutrophil,primary_cell,adult,encode,paired,False,0.1824682503938675,OutputType.RNA_SEQ,,,
88,CL:0000837 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000837,hematopoietic multipotent progenitor cell,in_vitro_differentiated_cells,adult,encode,paired,False,0.4009757936000824,OutputType.RNA_SEQ,,,
89,CL:0002476 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0002476,bone marrow macrophage,primary_cell,adult,encode,single,False,0.6574475169181824,OutputType.RNA_SEQ,,,
90,CL:2000042 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:2000042,embryonic fibroblast,primary_cell,embryonic,encode,single,False,0.5558801889419556,OutputType.RNA_SEQ,,,
91,EFO:0002034 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002034,G1E,cell_line,postnatal,encode,paired,False,0.658788800239563,OutputType.RNA_SEQ,,,
92,EFO:0002034 total RNA-seq,-,total RNA-seq,EFO:0002034,G1E,cell_line,postnatal,encode,paired,False,0.0680161565542221,OutputType.RNA_SEQ,,,
93,EFO:0002055 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002055,G1E-ER4,cell_line,postnatal,encode,paired,False,0.7080493569374084,OutputType.RNA_SEQ,,,
94,EFO:0003971 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.7155601978302002,OutputType.RNA_SEQ,,,
95,EFO:0003971 total RNA-seq,-,total RNA-seq,EFO:0003971,MEL,cell_line,unknown,encode,paired,False,0.17287889122962952,OutputType.RNA_SEQ,,,
96,EFO:0005233 total RNA-seq,-,total RNA-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,paired,False,0.15105748176574707,OutputType.RNA_SEQ,,,
97,EFO:0005483 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,0.481149286031723,OutputType.RNA_SEQ,,,
98,EFO:0007075 total RNA-seq,-,total RNA-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,paired,False,0.1030362993478775,OutputType.RNA_SEQ,,,
99,NTR:0000496 total RNA-seq,-,total RNA-seq,NTR:0000496,CD4-positive naive resting alpha-beta T cell,primary_cell,adult,encode,single,False,0.22706377506256104,OutputType.RNA_SEQ,,,
100,NTR:0000501 total RNA-seq,-,total RNA-seq,NTR:0000501,CD8-positive naive resting alpha-beta T cell,primary_cell,adult,encode,single,False,0.2844243049621582,OutputType.RNA_SEQ,,,
101,NTR:0000646 total RNA-seq,-,total RNA-seq,NTR:0000646,left cerebral cortex,tissue,adult,encode,single,False,0.07886165380477905,OutputType.RNA_SEQ,,,
102,NTR:0000714 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0000714,leukemia stem cell,primary_cell,adult,encode,paired,False,0.6205360889434814,OutputType.RNA_SEQ,,,
103,UBERON:0000059 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000059,large intestine,tissue,adult,encode,paired,False,0.2838832437992096,OutputType.RNA_SEQ,,,
104,UBERON:0000473 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,encode,paired,False,0.16827279329299927,OutputType.RNA_SEQ,,,
105,UBERON:0000945 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,0.6319966912269592,OutputType.RNA_SEQ,,,
106,UBERON:0000948 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,encode,paired,False,0.2977026700973511,OutputType.RNA_SEQ,,,
107,UBERON:0000948 total RNA-seq,-,total RNA-seq,UBERON:0000948,heart,tissue,adult,encode,single,False,0.130231574177742,OutputType.RNA_SEQ,,,
108,UBERON:0000955 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000955,brain,tissue,embryonic,encode,paired,False,0.09055199474096298,OutputType.RNA_SEQ,,,
109,UBERON:0000992 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,0.23623180389404297,OutputType.RNA_SEQ,,,
110,UBERON:0001013 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,encode,paired,False,0.30464768409729004,OutputType.RNA_SEQ,,,
111,UBERON:0001017 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001017,central nervous system,tissue,embryonic,encode,paired,False,0.06533429771661758,OutputType.RNA_SEQ,,,
112,UBERON:0001155 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001155,colon,tissue,adult,encode,paired,False,0.3396817743778229,OutputType.RNA_SEQ,,,
113,UBERON:0001159 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,0.29524654150009155,OutputType.RNA_SEQ,,,
114,UBERON:0001255 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,adult,encode,paired,False,0.12817777693271637,OutputType.RNA_SEQ,,,
115,UBERON:0001264 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,encode,paired,False,0.6902233362197876,OutputType.RNA_SEQ,,,
116,UBERON:0001348 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001348,brown adipose tissue,tissue,adult,encode,single,False,2.154594659805298,OutputType.RNA_SEQ,,,
117,UBERON:0001388 total RNA-seq,-,total RNA-seq,UBERON:0001388,gastrocnemius,tissue,adult,encode,single,False,0.1400117725133896,OutputType.RNA_SEQ,,,
118,UBERON:0001870 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001870,frontal cortex,tissue,adult,encode,paired,False,0.08342581242322922,OutputType.RNA_SEQ,,,
119,UBERON:0001890 total RNA-seq,-,total RNA-seq,UBERON:0001890,forebrain,tissue,postnatal,encode,paired,False,0.1346571147441864,OutputType.RNA_SEQ,,,
120,UBERON:0001891 total RNA-seq,-,total RNA-seq,UBERON:0001891,midbrain,tissue,postnatal,encode,paired,False,0.1462584137916565,OutputType.RNA_SEQ,,,
121,UBERON:0001911 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001911,mammary gland,tissue,adult,encode,paired,False,0.2631169259548187,OutputType.RNA_SEQ,,,
122,UBERON:0001987 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,adult,encode,paired,False,0.11096884310245514,OutputType.RNA_SEQ,,,
123,UBERON:0002028 total RNA-seq,-,total RNA-seq,UBERON:0002028,hindbrain,tissue,postnatal,encode,paired,False,0.16617664694786072,OutputType.RNA_SEQ,,,
124,UBERON:0002037 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,adult,encode,paired,False,0.09844102710485458,OutputType.RNA_SEQ,,,
125,UBERON:0002048 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,encode,paired,False,0.22613300383090973,OutputType.RNA_SEQ,,,
126,UBERON:0002101 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002101,limb,tissue,embryonic,encode,paired,False,0.10991077870130539,OutputType.RNA_SEQ,,,
127,UBERON:0002106 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,0.2692309021949768,OutputType.RNA_SEQ,,,
128,UBERON:0002107 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002107,liver,tissue,adult,encode,paired,False,0.3987213671207428,OutputType.RNA_SEQ,,,
129,UBERON:0002107 total RNA-seq,-,total RNA-seq,UBERON:0002107,liver,tissue,adult,encode,paired,False,0.1585189402103424,OutputType.RNA_SEQ,,,
130,UBERON:0002108 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,encode,paired,False,0.41107869148254395,OutputType.RNA_SEQ,,,
131,UBERON:0002113 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,0.23196761310100555,OutputType.RNA_SEQ,,,
132,UBERON:0002114 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002114,duodenum,tissue,adult,encode,paired,False,0.5819962620735168,OutputType.RNA_SEQ,,,
133,UBERON:0002190 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,encode,paired,False,0.22202517092227936,OutputType.RNA_SEQ,,,
134,UBERON:0002264 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002264,olfactory bulb,tissue,adult,encode,single,False,1.3664613962173462,OutputType.RNA_SEQ,,,
135,UBERON:0002305 total RNA-seq,-,total RNA-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,single,False,0.07976917177438736,OutputType.RNA_SEQ,,,
136,UBERON:0002369 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,0.5101712346076965,OutputType.RNA_SEQ,,,
137,UBERON:0002369 total RNA-seq,-,total RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,single,False,0.1022307276725769,OutputType.RNA_SEQ,,,
138,UBERON:0002370 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,adult,encode,paired,False,0.21667133271694183,OutputType.RNA_SEQ,,,
139,UBERON:0002371 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002371,bone marrow,tissue,adult,encode,single,False,1.5089199542999268,OutputType.RNA_SEQ,,,
140,UBERON:0003428 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0003428,gonadal fat pad,tissue,adult,encode,paired,False,0.204520583152771,OutputType.RNA_SEQ,,,
141,UBERON:0005343 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0005343,cortical plate,tissue,adult,encode,paired,False,0.09218256920576096,OutputType.RNA_SEQ,,,
142,CL:0000187 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,paired,False,0.34589582681655884,OutputType.RNA_SEQ,,,
143,CL:0000792 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary_cell,adult,encode,paired,False,0.331665575504303,OutputType.RNA_SEQ,,,
144,CL:0000895 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,False,0.43984875082969666,OutputType.RNA_SEQ,,,
145,CL:0000905 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000905,"effector memory CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,False,0.2544882893562317,OutputType.RNA_SEQ,,,
146,EFO:0001098 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0001098,C2C12,cell_line,unknown,encode,paired,False,0.31566110253334045,OutputType.RNA_SEQ,,,
147,EFO:0002034 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,0.3287273049354553,OutputType.RNA_SEQ,,,
148,EFO:0002816 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002816,C3H10T1/2,cell_line,unknown,encode,paired,False,0.2521421015262604,OutputType.RNA_SEQ,,,
149,EFO:0003971 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.4962572157382965,OutputType.RNA_SEQ,,,
150,EFO:0005233 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.9054381847381592,OutputType.RNA_SEQ,,,
151,EFO:0005481 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005481,Patski,cell_line,unknown,encode,single,False,0.5127694606781006,OutputType.RNA_SEQ,,,
152,NTR:0000646 polyA plus RNA-seq,.,polyA plus RNA-seq,NTR:0000646,left cerebral cortex,tissue,adult,encode,paired,False,0.5414841771125793,OutputType.RNA_SEQ,,,
153,NTR:0004148 polyA plus RNA-seq,.,polyA plus RNA-seq,NTR:0004148,"activated CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary_cell,adult,encode,paired,False,0.2830936014652252,OutputType.RNA_SEQ,,,
154,NTR:0004218 polyA plus RNA-seq,.,polyA plus RNA-seq,NTR:0004218,inflammation-experienced regulatory T-cells,primary_cell,adult,encode,paired,False,0.28552713990211487,OutputType.RNA_SEQ,,,
155,UBERON:0000160 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.16595758497714996,OutputType.RNA_SEQ,,,
156,UBERON:0000945 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.14756013453006744,OutputType.RNA_SEQ,,,
157,UBERON:0000948 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000948,heart,tissue,embryonic,encode,single,False,0.1349991410970688,OutputType.RNA_SEQ,,,
158,UBERON:0001049 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.12246519327163696,OutputType.RNA_SEQ,,,
159,UBERON:0001134 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001134,skeletal muscle tissue,tissue,postnatal,encode,single,False,0.3472916781902313,OutputType.RNA_SEQ,,,
160,UBERON:0001255 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,postnatal,encode,single,False,0.3327382206916809,OutputType.RNA_SEQ,,,
161,UBERON:0001890 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.12069161236286163,OutputType.RNA_SEQ,,,
162,UBERON:0001891 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.11277959495782852,OutputType.RNA_SEQ,,,
163,UBERON:0002028 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.11041666567325592,OutputType.RNA_SEQ,,,
164,UBERON:0002048 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.16854487359523773,OutputType.RNA_SEQ,,,
165,UBERON:0002101 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.13240955770015717,OutputType.RNA_SEQ,,,
166,UBERON:0002106 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,postnatal,encode,single,False,0.2537243962287903,OutputType.RNA_SEQ,,,
167,UBERON:0002107 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.18459327518939972,OutputType.RNA_SEQ,,,
168,UBERON:0002113 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.16006514430046082,OutputType.RNA_SEQ,,,
169,UBERON:0002305 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,paired,False,0.6159387230873108,OutputType.RNA_SEQ,,,
170,UBERON:0002369 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,postnatal,encode,single,False,0.294254869222641,OutputType.RNA_SEQ,,,
171,UBERON:0002370 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,postnatal,encode,single,False,0.3186686038970947,OutputType.RNA_SEQ,,,
172,UBERON:0012314 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.12915386259555817,OutputType.RNA_SEQ,,,
0,CL:0000187 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,0.783509373664856,OutputType.CHIP_HISTONE,,H3K27me3,
1,CL:0000187 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,0.9754346013069153,OutputType.CHIP_HISTONE,,H3K36me3,
2,CL:0000187 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,1.789961576461792,OutputType.CHIP_HISTONE,,H3K4me2,
3,CL:0000187 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,0.7232178449630737,OutputType.CHIP_HISTONE,,H3K4me3,
4,CL:0000187 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,1.3368275165557861,OutputType.CHIP_HISTONE,,H3K79me2,
5,CL:0000187 Histone ChIP-seq H3ac,.,Histone ChIP-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,unknown,encode,single,False,0.5975755453109741,OutputType.CHIP_HISTONE,,H3ac,
6,CL:0000235 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000235,macrophage,primary_cell,unknown,encode,single,False,0.7462069988250732,OutputType.CHIP_HISTONE,,H3K27ac,
7,CL:0000235 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000235,macrophage,primary_cell,unknown,encode,single,False,0.758800208568573,OutputType.CHIP_HISTONE,,H3K79me2,
8,CL:0000556 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,single,False,0.7674989700317383,OutputType.CHIP_HISTONE,,H3K27me3,
9,CL:0000556 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,single,False,0.8086627125740051,OutputType.CHIP_HISTONE,,H3K36me3,
10,CL:0000556 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,single,False,0.7606183290481567,OutputType.CHIP_HISTONE,,H3K4me1,
11,CL:0000556 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,single,False,0.7466455101966858,OutputType.CHIP_HISTONE,,H3K4me3,
12,CL:0000556 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,single,False,0.7652112245559692,OutputType.CHIP_HISTONE,,H3K9me3,
13,CL:0000765 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,single,False,0.699437141418457,OutputType.CHIP_HISTONE,,H3K27me3,
14,CL:0000765 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,single,False,0.789020299911499,OutputType.CHIP_HISTONE,,H3K36me3,
15,CL:0000765 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,single,False,0.7157549858093262,OutputType.CHIP_HISTONE,,H3K4me1,
16,CL:0000765 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,single,False,0.7695267200469971,OutputType.CHIP_HISTONE,,H3K4me3,
17,CL:0000765 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,single,False,0.7241096496582031,OutputType.CHIP_HISTONE,,H3K9me3,
18,CL:0002476 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0002476,bone marrow macrophage,primary_cell,adult,encode,single,False,1.3154062032699585,OutputType.CHIP_HISTONE,,H3K27ac,
19,CL:0002476 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0002476,bone marrow macrophage,primary_cell,adult,encode,single,False,0.9573689699172974,OutputType.CHIP_HISTONE,,H3K4me1,
20,CL:0002476 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0002476,bone marrow macrophage,primary_cell,adult,encode,single,False,2.8240268230438232,OutputType.CHIP_HISTONE,,H3K4me3,
21,CL:2000042 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000042,embryonic fibroblast,primary_cell,embryonic,encode,single,False,1.2132309675216675,OutputType.CHIP_HISTONE,,H3K27ac,
22,CL:2000042 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:2000042,embryonic fibroblast,primary_cell,embryonic,encode,single,False,1.411892294883728,OutputType.CHIP_HISTONE,,H3K4me1,
23,CL:2000042 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000042,embryonic fibroblast,primary_cell,embryonic,encode,single,False,1.7647265195846558,OutputType.CHIP_HISTONE,,H3K4me3,
24,EFO:0001098 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0001098,C2C12,cell_line,unknown,encode,single,False,0.878642201423645,OutputType.CHIP_HISTONE,,H3K27me3,
25,EFO:0001098 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001098,C2C12,cell_line,unknown,encode,single,False,0.8766911625862122,OutputType.CHIP_HISTONE,,H3K36me3,
26,EFO:0001098 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001098,C2C12,cell_line,unknown,encode,single,False,1.8719408512115479,OutputType.CHIP_HISTONE,,H3K4me3,
27,EFO:0001098 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001098,C2C12,cell_line,unknown,encode,single,False,1.0555434226989746,OutputType.CHIP_HISTONE,,H3K79me2,
28,EFO:0001098 Histone ChIP-seq H3K79me3,.,Histone ChIP-seq,EFO:0001098,C2C12,cell_line,unknown,encode,single,False,2.029405117034912,OutputType.CHIP_HISTONE,,H3K79me3,
29,EFO:0002034 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,1.1735458374023438,OutputType.CHIP_HISTONE,,H3K27me3,
30,EFO:0002034 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,1.0115656852722168,OutputType.CHIP_HISTONE,,H3K36me3,
31,EFO:0002034 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,0.8847766518592834,OutputType.CHIP_HISTONE,,H3K4me1,
32,EFO:0002034 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,0.7729048132896423,OutputType.CHIP_HISTONE,,H3K4me3,
33,EFO:0002034 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,0.885749340057373,OutputType.CHIP_HISTONE,,H3K9me3,
34,EFO:0003971 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,1.0956447124481201,OutputType.CHIP_HISTONE,,H3K27ac,
35,EFO:0003971 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.6493494510650635,OutputType.CHIP_HISTONE,,H3K36me3,
36,EFO:0003971 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.6026480793952942,OutputType.CHIP_HISTONE,,H3K4me1,
37,EFO:0003971 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.7529987096786499,OutputType.CHIP_HISTONE,,H3K4me3,
38,EFO:0003971 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,1.2599238157272339,OutputType.CHIP_HISTONE,,H3K79me2,
39,EFO:0003971 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,1.0501333475112915,OutputType.CHIP_HISTONE,,H3K9ac,
40,EFO:0005233 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.9834588766098022,OutputType.CHIP_HISTONE,,H3K27ac,
41,EFO:0005233 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.7008280754089355,OutputType.CHIP_HISTONE,,H3K27me3,
42,EFO:0005233 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.7705822587013245,OutputType.CHIP_HISTONE,,H3K36me3,
43,EFO:0005233 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.6380444765090942,OutputType.CHIP_HISTONE,,H3K4me1,
44,EFO:0005233 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,1.2224469184875488,OutputType.CHIP_HISTONE,,H3K4me2,
45,EFO:0005233 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.6650782823562622,OutputType.CHIP_HISTONE,,H3K4me3,
46,EFO:0005233 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,1.4173638820648193,OutputType.CHIP_HISTONE,,H3K79me2,
47,EFO:0005233 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.9583706259727478,OutputType.CHIP_HISTONE,,H3K9ac,
